100円ショップ[名]：100日元店
Tシャツ[名]：T恤衫
〜かん, 〜感[接尾]：…感
こううん, 幸運[形]：幸运
こううん, 幸運[形]：幸运的
こうえい, 公営[名]：公营
こうえき, 交易[名·动]：交易；贸易
こうえん, 公園[名]：公园
こうえん, 講演[名]：講演
こうえん, 講演[名]：讲演；演讲；报告
こうえん, 講演[名·动]：演讲
こうおつ, 甲乙[名]：优劣
こうおん, 高温[名]：高温
こうか, 効果[名]：效果
こうか, 効果[名]：效果；成效
こうか, 硬化[名·动]：硬化
こうか, 硬貨[名]：硬币
こうか, 高価[形]：昂贵
こうか, 高価[形]：高价
こうか, 高価[形]：高价的
こうか, 高価[形]：高价；昂贵
こうかい, 後悔[名]：后悔
こうかい, 後悔[名]：后悔；懊悔
こうかい, 航海[名]：航海
こうかいする, 公開する[动]：公开；开放
こうかいする, 後悔する[动]：后悔
こうかん, 交換[名]：交换
こうかん, 交換[名·动]：交换
こうかん, 好感[名]：好感
こうがい, 公害[名]：公害
こうがい, 口外[名·动]：说出；泄露
こうがい, 郊外[名]：郊外
こうがい, 郊外[名]：郊外；郊区
こうがく, 工学[名]：工学
こうきあつ, 高気圧[名]：高气压
こうきしん, 好奇心[名]：好奇心
こうきゅう, 高級[名·形]：高级
こうきゅう, 高級[形]：等级高；上等
こうきゅう, 高級[形]：高级
こうきょ, 皇居[名]：皇居
こうきょう, 公共[名]：公共
こうきょう, 好況[名]：景气；繁荣
こうきょう, 好況[名]：繁荣
こうぎ, 抗議[名]：抗议
こうぎ, 抗議[名·动]：抗议
こうぎ, 講義[名]：讲义
こうぎ, 講義[名]：讲义；大学课程
こうぎ, 講義[名]：讲课；讲解
こうぎ, 講義[名·动]：讲义；授课
こうぎょう, 工業[名]：工业
こうぎょう, 興業[名]：产业
こうぎょう, 興業[名]：振兴事业
こうぎょう, 興行[名]：演出；公演
こうぎょう, 鉱業[名]：矿业
こうくう, 航空[名]：航空
こうくうがいしゃ, 航空会社[名]：航空公司
こうくうけん, 航空券[名]：机票
こうくうびん, 航空便[名]：航空邮件
こうくうびん, 航空便[名]：航空邮件；空运
こうけい, 光景[名]：光景；景象
こうけい, 光景[名]：情景；景象
こうけつあつ, 高血圧[名]：高血压
こうけん, 貢献[名]：贡献
こうけん, 貢献[名·动]：贡献
こうげい, 工芸[名]：工艺
こうげい, 工芸[名]：手工艺
こうげいひん, 工芸品[名]：工艺品
こうげき, 攻撃[名]：攻击
こうげき, 攻撃[名·动]：攻击
こうげん, 公言[名·动]：公开说；声明
こうげん, 高原[名]：高原
こうこう, 孝行[名]：孝顺
こうこう, 孝行[名·形·动]：孝顺
こうこう, 煌々[副·形]：亮堂堂
こうこう, 高校[名]：高中
こうこう, 高校[名]：高级中学；高中
こうこうせい, 高校生[名]：高中生
こうこうと, 煌々と[副]：煌煌
こうこがく, 考古学[名]：考古学
こうこく, 広告[名]：广告
こうこく, 広告[名]：广告；宣传
こうこく, 広告[名·动]：广告
こうこくしゅうにゅう, 広告収入[名]：广告收入
こうこくだいりてん, 広告代理店[名]：广告公司
こうこくぬし, 広告主[名]：广告主
こうご, 交互[名]：交替
こうごに, 交互に[副]：交替；互相
こうさ, 交差[名]：交叉
こうさ, 交差[名·动]：交叉
こうさ, 考査[名·动]：考察；测验
こうさい, 交際[名]：交往
こうさい, 交際[名]：交际；交往
こうさいする, 交際する[动]：交往
こうさく, 工作[名]：手工；工作
こうさく, 工作[名·动]：工作；制作
こうさく, 耕作[名]：耕作
こうさく, 耕作[名·动]：耕作
こうさてん, 交差点[名]：交叉路口；十字路口
こうさてん, 交差点[名]：十字路口
こうざ, 口座[名]：账户
こうざ, 講座[名]：讲座
こうざん, 鉱山[名]：矿山
こうざん, 香山[名]：香山（地名）
こうし, 行使[名·动]：行使
こうし, 講師[名]：讲师
こうしき, 公式[名]：公式；正式
こうしき, 公式[名]：正式；公式
こうした[连体]：这样的；如此的
こうして[副]：就这样
こうして[副]：这样一来；这么
こうしゃ, 後者[名]：后者
こうしゃ, 校舎[名]：校舍
こうしゅう, 公衆[名]：公众
こうしゅう, 公衆[名]：公众；公共
こうしゅう, 広州[名]：广州
こうしゅう, 杭州[名]：杭州
こうしゅう, 講習[名]：讲习
こうしゅう, 講習[名·动]：讲习
こうしゅうしょくひん, 広州食品[名]：广州食品公司
こうしゅうでんわ, 公衆電話[名]：公用电话
こうしゅうでんわ, 公衆電話[名]：共用电话
こうしょ, 高所[名]：高处
こうしょう, 交渉[名]：交涉
こうしょう, 交渉[名]：交涉；谈判；交往
こうしょう, 交渉[名·动]：交涉；谈判
こうしょう, 高尚[形]：高尚
こうしん, 更新[名·动]：更新
こうしん, 行進[名]：行进
こうじ, 工事[名]：工程
こうじ, 工事[名]：工程；施工
こうじ, 工事[名]：施工
こうじつ, 口実[名]：借口
こうじつ, 口実[名]：口实；借口
こうじゅつ, 口述[名]：口述
こうじゅつ, 口述[名·动]：口述
こうじょ, 控除[名]：扣除
こうじょ, 控除[名·动]：扣除
こうじょう, 向上[名]：提高
こうじょう, 向上[名·动]：提高；进步
こうじょう, 工場[名]：工厂
こうじょう, 工場[名]：工厂；车间
こうじょうしん, 向上心[名]：上进心
こうじる, 講じる[动]：采取；讲说
こうすい, 降水[名]：降水
こうすい, 香水[名]：香水
こうずい, 洪水[名]：洪水
こうせい, 公正[名·形]：公正
こうせい, 厚生[名]：福利；卫生
こうせい, 構成[名]：构成
こうせい, 構成[名·动]：构成
こうせいど, 高精度[名]：高精度
こうせいぶっしつ, 抗生物質[名]：抗生素
こうせき, 功績[名]：功绩
こうせき, 鉱石[名]：矿石
こうせん, 光線[名]：光线
こうそ, 控訴[名·动]：上诉
こうそ, 酵素[名]：酵素；酶
こうそう, 抗争[名]：抗争
こうそう, 構想[名]：构想
こうそう, 構想[名·动]：构想
こうそう, 高層[名]：高层
こうそう, 高層[名]：高层；高空
こうそうピル, 高層ビル[名]：高楼
こうそく, 拘束[名]：拘束
こうそく, 拘束[名·动]：拘束
こうそく, 高速[名]：高速
こうそくどうろ, 高速道路[名]：高速公路
こうそくバス, 高速バス[名]：高速巴士
こうそつ, 高卒[名]：高中毕业
こうぞう, 構造[名]：构造
こうぞう, 構造[名]：构造；结构
こうたい, 交代[名]：交替；换班
こうたい, 後退[名]：后退
こうたいする, 交代する[动]：交替；轮换
こうたくみん, 江沢民[名]：江泽民（人名）
こうたろう, 光太郎[名]：光太郎（人名）
こうだん, 講壇[名]：讲台
こうち, 耕地[名]：耕地
こうちゃ, 紅茶[名]：红茶
こうちょう, 好調[名]：顺利
こうちょう, 好調[名·形]：顺利；情况良好
こうちょう, 校長[名]：校长
こうちょうせんせい, 校長先生[名]：校长先生
こうつう, 交通[名]：交通
こうつうきかん, 交通機関[名]：交通工具
こうつうきかん, 交通機関[名]：交通工具；交通设施
こうつうきそく, 交通規則[名]：交通规则
こうつうじこ, 交通事故[名]：交通事故
こうつうじじょう, 交通事情[名]：交通状况
こうつうひ, 交通費[名]：交通费
こうつうもう, 交通網[名]：交通网
こうつうりょう, 交通量[名]：交通流量
こうてい, 校庭[名]：校园
こうてい, 肯定[名]：肯定
こうてい, 肯定[名·动]：肯定
こうてき, 公的[形]：公共的；官方的
こうとう, 口頭[名]：口头
こうとう, 高等[名·形]：高等
こうとう, 高等[形]：高等
こうとう, 高騰[名·动]：高涨
こうとうがっこう, 高等学校[名]：高中
こうとうがっこう, 高等学校[名]：高级中学；高中
こうど, 高度[名]：高度
こうど, 高度[名·形]：高度；高级
こうどう, 行動[名]：行动
こうどう, 行動[名]：行动；行为
こうどう, 講堂[名]：礼堂
こうどう, 講堂[名]：讲堂
こうどく, 講読[名]：讲读
こうどく, 購読[名]：订阅
こうない, 構内[名]：…之内
こうなん, 江南[名]：江南
こうなんこちん, 江南古鎮[名]：江南古镇
こうにゅう, 購入[名]：购入
こうにゅう, 購入[名·动]：购买
こうにん, 公認[名·动]：公认
こうねつひ, 光熱費[名]：水电煤气费
こうはい, 後輩[名]：后辈
こうはい, 後輩[名]：后辈；晚辈
こうはい, 荒廃[名]：荒废
こうはい, 荒廃[名·动]：荒废
こうはい, 高配[名]：关怀（敬语）
こうはん, 後半[名]：后半部分
こうば, こうじょう, 工場[名]：工厂
こうば, 工場[名]：工厂
こうばい, 勾配[名]：坡度
こうばい, 購買[名]：购买
こうばいけいこう, 購買傾向[名]：购买倾向
こうばしい, 香ばしい[形]：香的
こうばん, 交番[名]：派出所
こうばん, 交番[名]：派出所；岗亭
こうひょう, 公表[名·动]：公布
こうひょう, 好評[名]：好评
こうひょう, 好評[名·形]：好评
こうふ, 交付[名]：交付
こうふ, 交付[名·动]：交付；发给
こうふく, 幸福[形]：幸福
こうふく, 降伏[名]：投降
こうふん, 興奮[名]：兴奋
こうふん, 興奮[名·动]：兴奋；激动
こうぶつ, 好物[名]：爱吃的东西
こうぶつ, 鉱物[名]：矿物
こうへい, 公平[名·形]：公平
こうへい, 公平[形]：公平的
こうべ, 神戸[名]：神户
こうほ, 候補[名]：候补；候选；候选人
こうほ, 候補[名]：候选
こうほち, 候補地[名]：候选地
こうみょう, 功名[名]：功名
こうみょう, 巧妙[名·形]：巧妙
こうみょう, 巧妙[形]：巧妙
こうみょう, 高名[名]：有名
こうむ, 公務[名]：公务
こうむいん, 公務員[名]：公务员
こうもく, 項目[名]：项目
こうもく, 項目[名]：项目；词条
こうよう, 効用[名]：功效；效用
こうよう, 紅葉[名]：红叶
こうよう, 紅葉[名]：红叶；树叶变红
こうらく, 行楽[名]：游玩
こうらくち, 行楽地[名]：游览地
こうり, 小売[名]：零售
こうり, 小売[名·动]：零售
こうりつ, 公立[名]：公立
こうりつ, 効率[名]：效率
こうりゃく, 後略[名·动]：后略
こうりゅう, 交流[名]：交流
こうりゅう, 交流[名]：交流；交流电
こうりゅう, 交流[名·动]：交流
こうりゅう, 拘留[名·动]：拘留
こうりょ, 考慮[名]：考虑
こうりょ, 考慮[名·动]：考虑
こうりょく, 効力[名]：效力
こうれい, 恒例[名]：惯例
こうれい, 高齢[名]：高龄
こうれいか, 高齢化[名·动]：老龄化
こうれいしゃ, 高齢者[名]：高龄者
こえ, 声[名]：声音
こえ, 声[名]：声音；语声；意见
こえる, 肥える[动]：肥胖；肥沃
こえる, 超える[动]：超过
こえる, 越える[动]：越过
こおり, 氷[名]：冰
こおる, 凍る[动]：结冰
こがす, 焦がす[动]：烤焦；焦急
こがす, 焦がす[动]：烧焦
こがす, 焦がす[动]：烧焦；烤糊
こがた, 小型[名]：小型
こがら, 小柄[名·形]：身材矮小；小花纹
こがら, 小柄[形]：小个子
こがらし, 木枯らし[名]：寒风
こきゅう, 呼吸[名]：呼吸
こきゅう, 呼吸[名]：呼吸；步调；秘诀
こきゅう, 呼吸[名·动]：呼吸
こきゅう, 故宮[名]：故宫
こきゅう, 胡弓[名]：胡琴
こきょう, 故郷[名]：故乡
こきょう, 故郷[名]：故乡；家乡；老家
こぎって, 小切手[名]：支票
こくえい, 国営[名]：国营
こくおう, 国王[名]：国王
こくがい, 国外[名]：国外
こくご, 国語[名]：国语
こくご, 国語[名]：国语；日本语
こくさい, 国際[名]：国际
こくさいかいぎ, 国際会議[名]：国际会议
こくさいかんけい, 国際関係[名]：国际关系
こくさいかんけいがく, 国際関係学[名]：国际关系学
こくさいこうりゅう, 国際交流[名]：国际交流
こくさいしゃかい, 国際社会[名]：国际社会
こくさいぼうえきセンター, 国際貿易センター[名]：国际贸易中心
こくさいれんごう, 国際連合[名]：联合国
こくさん, 国産[名]：国产
こくせき, 国籍[名]：国籍
こくたい, 国体[名]：国体
こくち, 告知[名·动]：告知
こくてい, 国定[名]：国家规定
こくど, 国土[名]：国土
こくない, 国内[名]：国内
こくないりょこう, 国内旅行[名]：国内旅行
こくはく, 告白[名]：告白
こくはく, 告白[名·动]：告白；坦白
こくばん, 黒板[名]：黑板
こくふく, 克服[名·动]：克服
こくぼう, 国貿[名]：国贸（地名）
こくぼう, 国防[名]：国防
こくみん, 国民[名]：国民
こくもつ, 穀物[名]：谷物
こくゆう, 国有[名]：国有
こくりつ, 国立[名]：国立
こくりつだいがく, 国立大学[名]：国立大学
こくれん, 国連[名]：联合国
