umbrella	 n.: 雨伞
desperation，n.	绝望；拼命
despise，v.	鄙视；蔑视
despite，prep.	尽管；不管
despoil，v.	掠夺；蹂躏
destination，n.	目的地；终点
destiny，n.	命运
destitute，adj.	贫困的；一无所有的
destitute，n.	穷人
destroy，v.	破坏；摧毁；消灭
destruct，v.	自毁
destruction，n.	破坏；毁灭
destructive，adj.	破坏性的；毁灭性的
detach，v.	分开；拆卸；派遣
detached，adj.	分离的；独立的；超然的
detached house，n.	独立式住宅
detail，n.	细节；详情
detail，v.	详细说明；派遣
detailed portrait，idiom/phrase: 详细的描绘	
detect，v.	发现；察觉；探测
detection，n.	发现；探测
detective，adj.	侦探的
detective，n.	侦探
detector，n.	探测器；检测器
deter，v.	阻止；威慑
detergent，n.	清洁剂；洗衣粉
deteriorate，v.	恶化；变坏
deterioration，n.	恶化；退化
determination，n.	决心；决定
determinative，adj.	决定性的
determinative，n.	限定词
determine，v.	决定；确定；查明
determined，adj.	坚决的；有决心的
deterministic，adj.	决定性的
deterrence，n.	威慑；遏制
deterrent，adj.	威慑的
deterrent，n.	威慑物；制止物
detest，v.	厌恶；憎恨
detour，n.	绕行；弯路
detour，v.	绕道而行
detract，v.	贬低；减损
detriment，n.	损害；危害
detrimental，adj.	有害的；不利的
deuce，n.	（网球）平分；（纸牌）两点
devalue，v.	（使）贬值
devastate，v.	彻底摧毁；使极度震惊
devastated，adj.	被彻底摧毁的；极度震惊的
devastating，adj.	毁灭性的；令人震惊的
devastation，n.	毁坏；蹂躏
develop，v.	发展；开发；成长；患（病）；冲洗（胶卷）
develop children's intelligence，v.	开发儿童智力
develop films，v.	冲洗胶卷
develop the economy，v.	发展经济
develop their intelligence，v.	开发他们的智力
develop their wit and ability，v.	发展他们的才智
developed technology，v.	发达技术
developer，n.	开发者；开发商；显影剂
developing countries，n.	发展中国家
developing country，n.	发展中国家
developing situation of the industry，idiom/phrase: 行业发展状况	
development，n.	发展；开发；新情况
development plan，idiom/phrase: 发展计划	
deviance，n.	异常行为
deviate，v.	偏离；背离
deviation，n.	偏离；背离；偏差
device，n.	设备；装置；方法
devil，n.	魔鬼；家伙
devil，v.	折磨；（烹饪中）加调料烤
devise，v.	设计；想出；发明
devoid，adj.	缺乏的；没有的
devote，v.	致力于；奉献
devote to，idiom/phrase: 致力于	
devoted，adj.	忠实的；深爱的；专注的
devotion，n.	奉献；忠诚；热爱
devour，v.	狼吞虎咽地吃；吞噬
dew，n.	露水
dew，v.	（使）沾湿
diabetes，n.	糖尿病
diacritical，adj.	有区别作用的
diagnose，v.	诊断
diagnosis，n.	诊断
diagnostic，adj.	诊断的
diagnostic，n.	诊断法
diagonal，adj.	斜线的；对角线的
diagonal，n.	对角线；斜线
diagonally，adv.	斜着地；对角地
diagram，n.	图表；示意图
diagram，v.	用图表表示
dial，n.	刻度盘；（电话）拨号盘
dial，v.	拨号
dialect，n.	方言
dialectical，adj.	辩证的
dialog，v.	对话
dialogue，n.	对话；（意见）交换
dialogue，v.	对话
dialysis，n.	透析
diameter，n.	直径
diametrically，adv.	完全地；截然地
diamond，adj.	钻石的；菱形的
diamond，n.	钻石；菱形
diamond necklace，idiom/phrase: 钻石项链	
diaphragm，n.	隔膜；（相机的）光圈
diaries，n.	日记（复数）
diary，n.	日记；日记本
diary book，idiom/phrase: 日记本	
dice with death，idiom/phrase: 冒生命危险	
dictate，n.	命令；规定
dictate，v.	口述；命令；规定
dictation，n.	听写；口述
dictator，n.	独裁者
dictionary view，idiom/phrase: 字典视图	
die，n.	骰子；模具
die，v.	死；枯萎；消失
die out，idiom/phrase: 灭绝；消失	
diesel，n.	柴油；柴油机
diet，n.	日常饮食；节食
dietary，adj.	饮食的
dietary，n.	规定的食物
dietary problems，n.	饮食问题
dietician，n.	营养师
differ，v.	不同；有分歧
difference，n.	不同；差异；分歧
different，adj.	不同的；各种各样的
differentiate，v.	区分；辨别
difficulty，n.	困难；难题
diffident，adj.	缺乏自信的；羞怯的
diffuse，adj.	弥漫的；分散的；冗长的
diffuse，v.	（使）扩散；传播
digest，n.	摘要；文摘
digest，v.	消化；理解
digestible，adj.	易消化的
digestion，n.	消化；领悟
digestive，adj.	消化的
digestive，n.	助消化药
digit，n.	数字；手指或脚趾
digital，adj.	数字的；数码的
digital，n.	数字显示式仪表
digital camera，n.	数码相机
digital photos，n.	数码照片
digital privacy，n.	数字隐私
digital store，n.	数字商店
digital system，n.	数字系统
digital video camera，n.	数码摄像机
digital watch，n.	电子表
digitize，v.	使数字化
dignify，v.	使有尊严；抬高…的身价
dignity，n.	尊严；庄重
digress，v.	离题
dilapidate，v.	（使）荒废；（使）毁坏
dilapidated，adj.	破旧的；荒废的
dilate，v.	（使）扩大；（使）膨胀
dilemma，n.	困境；两难境地
diligent，adj.	勤奋的；用功的
dilute，v.	稀释；冲淡
dim，adj.	暗淡的；模糊的
dim，v.	（使）变暗淡；（使）变模糊
dimension，n.	尺寸；维度；方面
dimensional，adj.	维度的；空间的
diminish，v.	（使）减少；（使）减弱
dine out，idiom/phrase: 外出吃饭	
dinghy，n.	小艇；小船
dining，n.	进餐
dining hall，n.	餐厅
dining room，n.	餐厅
dining table，n.	餐桌
dining-car，n.	（火车）餐车
dinner，n.	晚餐；正餐；晚宴
dinner served time，idiom/phrase: 晚餐供应时间	
dioxide，n.	二氧化物
dip，n.	蘸；浸；下降
dip，v.	蘸；浸；下降
diploma，n.	毕业文凭；学位证书
diploma course，idiom/phrase: 文凭课程	
diplomacy，n.	外交；外交手腕
diplomat，n.	外交官
diplomatic，adj.	外交的；有手腕的
dire，adj.	极其严重的；可怕的
direct，adj.	直接的；直率的
direct，adv.	直接地
direct，v.	指导；导演；指示方向
direct mail，n.	定向邮寄广告
direction，n.	方向；指导；说明
directly，adv.	直接地；立即
director，n.	导演；主管；董事
director-general，n.	总干事；局长
directory，n.	目录；名录；电话簿
dirt，n.	污垢；泥土
dirty，adj.	脏的；下流的；卑鄙的
disable，v.	使残废；使无能力；使无效
disable people，n.	残疾人
disadvantage，n.	不利条件；缺点
disagree，v.	不同意；不一致
disagreement，n.	分歧；争论
disappear，v.	消失；失踪
disappearance，n.	消失；失踪
disappoint，v.	使失望
disappointed，adj.	失望的；沮丧的
disappointment，n.	失望；沮丧
disapproval，n.	不赞成
disapprove，v.	不赞成；反对
disapproving，adj.	不赞成的；反对的
disarm，v.	解除武装；裁军；消除（敌意）
disaster，n.	灾难；祸患
disastrous，adj.	灾难性的；极糟糕的
disbelief，n.	不相信；怀疑
disc，n.	圆盘；唱片；光盘
disc，v.	用圆盘耙耕地
discard，n.	被抛弃的东西
discard，v.	抛弃；丢弃
discern，v.	识别；看出
discernible，adj.	可辨别的；看得清的
discerning，adj.	有眼光的；有洞察力的
discernment，n.	识别力；洞察力
discharge，n.	释放；排出物；放电
discharge，v.	释放；排出；解雇；履行
disciplinary，adj.	纪律的；惩戒性的
discipline，n.	纪律；学科；训练
discipline，v.	训练；惩罚
discipline the children，idiom/phrase: 管教孩子	
disclose，v.	揭露；透露
disclosure，n.	揭露；公开
disco，n.	迪斯科舞厅
discomfort，n.	不适；不安
discomfort，v.	使不适；使不安
disconnect，v.	断开；切断（水电等）
discontinue，v.	停止；中断
discord，n.	不和；不一致；不和谐音
discount，n.	折扣
discount，v.	打折；不全信
discourage，v.	使气馁；劝阻
discouragement，n.	气馁；挫折；劝阻
discouraging，adj.	令人气馁的
discourse，n.	演讲；论述；语篇
discourse，v.	演讲；论述
discourteous，adj.	失礼的；粗鲁的
discovery，n.	发现；被发现的事物
discredit，n.	名誉扫地；怀疑
discredit，v.	使丧失信誉；怀疑
discreet，adj.	谨慎的；小心的
discreetly，adv.	谨慎地
discrepancy，n.	差异；不符
discrete，adj.	分离的；独立的
discretion，n.	谨慎；自行决定权
discriminate，v.	歧视；区别
discrimination，n.	歧视；区别
discus，n.	铁饼
discus throw，n.	掷铁饼
discuss，v.	讨论；商量
discussion，n.	讨论；商讨
discussion group，n.	讨论小组
disdain，n.	鄙视；蔑视
disdain，v.	鄙视；不屑于做
disease，n.	疾病；病
disembark，v.	（使）上岸；（使）下船
disempower，v.	剥夺…的权力
disenchantment，n.	醒悟；不再抱有幻想
disfigure，v.	损毁…的外形；使变丑
disgrace，n.	耻辱；丢脸
disgrace，v.	使丢脸；使蒙羞
disgraceful，adj.	可耻的；不光彩的
disguise，n.	伪装；掩饰
disguise，v.	伪装；掩饰
disgust，n.	厌恶；反感
disgust，v.	使厌恶；使反感
disgusting，adj.	令人作呕的；令人厌恶的
dish，v.	盛（饭菜）；分发
disharmony，n.	不和谐；不一致
dishwasher，n.	洗碗机
disillusion，n.	幻灭；醒悟
disillusion，v.	使醒悟；使不再抱幻想
disillusioned，adj.	幻想破灭的；大失所望的
disillusionment，n.	幻灭；醒悟
disinfectant，adj.	消毒的
disinfectant，n.	消毒剂
disinherit，v.	剥夺…的继承权
disintegrate，v.	（使）瓦解；（使）碎裂
disjunction，n.	分离；分裂
disk，n.	磁盘；光盘
dislocate，v.	使脱臼；使混乱
dislocation，n.	脱臼；混乱
disloyalty，n.	不忠
disperse，v.	（使）分散；驱散；传播
dispirit，v.	使气馁；使沮丧
dispiriting，adj.	令人沮丧的
displace，v.	取代；迫使…离开家园
displacement，n.	取代；位移；排水量
display，n.	展示；陈列；显示
display，v.	展示；陈列；显示
display clock，idiom/phrase: 显示时钟	
disposable，adj.	一次性的；可任意处理的
disposal，n.	处理；处置
dispose，v.	处理；布置；使倾向于
disposed，adj.	有…倾向的
disproportion，n.	不均衡；不成比例
disproportionate，adj.	不成比例的
disproportionately，adv.	不成比例地
disputable，adj.	有争议的
disputation，n.	争论；辩论
dispute，n.	争端；争议
dispute，v.	争论；对…表示异议
disqualify，v.	取消…的资格
disregard，n.	忽视；不理会
disregard，v.	忽视；不理会
disrespectful，adj.	无礼的；不尊重的
disrupt，v.	扰乱；使中断
disruption，n.	中断；扰乱
disruptive，adj.	破坏性的；扰乱性的
dissatisfaction，n.	不满
dissatisfied，adj.	不满意的
disseminate，v.	散布；传播
dissemination，n.	散布；传播
dissertation，n.	（学位）论文
dissimilar，adj.	不同的；不相似的
dissolve，v.	（使）溶解；解散
dissonant，adj.	不和谐的；不一致的
distance，n.	距离；远处；疏远
distance，v.	使疏远；与…保持距离
distance learning，idiom/phrase: 远程教育	
distant，adj.	遥远的；疏远的；冷淡的
distaste，n.	厌恶；反感
distasteful，adj.	令人反感的；讨厌的
distend，v.	（使）膨胀；（使）扩张
distil，v.	蒸馏；提取
distill，v.	蒸馏；提取
distinct，adj.	明显的；截然不同的
distinction，n.	区别；卓越；荣誉
distinctive，adj.	独特的；与众不同的
distinctiveness，n.	独特性；与众不同
distinctly，adv.	清楚地；明显地
distinguish，v.	区分；辨别；使杰出
distinguish right from wrong，idiom/phrase: 明辨是非	
distinguished，adj.	卓越的；著名的
distort，v.	扭曲；歪曲
distorted，adj.	扭曲的；歪曲的
distortion，n.	扭曲；曲解；失真
distract，v.	使分心；分散（注意力）
distracted，adj.	心烦意乱的；注意力不集中的
distraction，n.	使人分心的事；娱乐；消遣
distractor，n.	（选择题中的）干扰项
distress，n.	痛苦；危难；贫困
distress，v.	使痛苦；使忧虑
distressing，adj.	令人痛苦的；令人烦恼的
distribute，v.	分发；分配；散布
distribution，n.	分发；分配；分布
district，n.	地区；区域；行政区
distrust，n.	不信任；怀疑
distrust，v.	不信任；怀疑
disturb，v.	打扰；扰乱；使不安
disturbance，n.	干扰；骚乱；不安
disturbing，adj.	令人不安的；烦扰的
disunited，adj.	分裂的；不团结的
disused，adj.	废弃的；不用的
ditch，n.	沟；渠
ditch，v.	抛弃；（飞机）迫降水面
dive，n.	跳水；潜水；俯冲
dive，v.	跳水；潜水；俯冲
diver，n.	潜水员；跳水运动员
diverge，v.	分歧；分叉；偏离
divergent，adj.	有分歧的；不同的
diverse，adj.	不同的；多种多样的
diversification，n.	多样化
diversify，v.	（使）多样化
diversion，n.	转移注意力的事；娱乐；绕行路
diversity，n.	多样性；差异
divert，v.	使转向；转移；使娱乐
divest，v.	剥夺；使摆脱
divide，n.	分歧；分水岭
divide，v.	（使）分开；分配；除以
